id,price,speed,hd,ram,screen,cores,cd,laptop,trend
657,750,20,28,14,11,10,no,yes,2
658,3641,33,3,56,15,26,no,no,4
659,601,23,16,6,12,4,no,yes,2
660,2101,24,12,14,21,20,no,no,4
661,3732,32,5,44,17,18,yes,no,4
662,2512,18,20,14,15,18,yes,no,4
663,549,21,28,6,12,4,no,yes,2
664,4162,39,7,60,19,20,no,no,4
665,1618,19,8,6,23,10,no,no,2
666,2712,22,12,6,15,16,yes,no,2
667,3634,33,7,32,23,14,no,no,1
668,2431,21,24,6,15,16,no,no,1
669,2901,19,12,10,17,18,no,no,4
670,2135,19,12,6,23,14,no,no,2
671,3046,34,3,28,17,22,no,no,5
672,565,16,28,6,13,4,no,yes,1
673,1862,24,24,2,21,8,no,no,2
674,3035,36,3,56,17,16,no,no,1
675,1988,16,20,2,19,4,yes,no,2
676,1796,20,8,6,19,8,yes,no,2
677,2261,21,12,14,23,14,no,no,1
678,2303,22,12,14,17,14,no,no,2
679,1200,19,16,6,23,6,yes,no,2
680,517,18,20,2,11,4,no,yes,1
681,1166,23,8,6,13,6,no,yes,1
682,1366,16,24,10,19,6,no,no,1
683,3843,36,1,40,21,16,no,no,1
684,1776,20,12,2,17,8,yes,no,1
685,1186,20,28,10,13,6,no,yes,2
686,2660,23,20,14,15,18,yes,no,5
687,4071,38,5,48,23,22,no,no,5
688,631,19,8,10,11,4,no,yes,1
689,2626,15,12,6,15,12,no,no,2
690,2017,20,24,2,15,18,no,no,4
691,2519,22,16,6,19,26,no,no,4
692,2127,16,12,10,17,18,no,no,4
693,878,18,20,6,13,6,no,yes,1
694,4115,32,3,28,21,18,no,no,4
695,833,21,8,14,11,4,no,yes,2
696,1674,23,12,10,19,10,no,no,2
697,2232,24,12,2,21,14,yes,no,2
698,2844,15,20,14,23,20,yes,no,4
699,946,23,16,6,13,10,no,yes,1
700,3332,36,1,20,23,14,yes,no,1
701,790,16,28,2,13,8,no,yes,2
702,2849,23,20,10,23,12,no,no,2
703,4159,30,1,48,23,24,no,no,5
704,4124,30,1,16,19,16,yes,no,2
705,4193,33,5,40,21,14,no,no,1
706,2330,17,24,14,23,26,no,no,5
707,3528,31,3,40,21,22,yes,no,4
708,4125,31,1,56,21,24,no,no,4
709,3475,30,1,52,15,26,no,no,5
710,3338,33,5,36,23,16,no,no,2
711,3357,38,7,16,15,16,no,no,2
712,3522,34,7,60,17,24,no,no,4
713,4119,34,3,16,15,30,no,no,5
714,1671,15,24,6,19,8,no,no,2
715,1414,18,28,10,15,8,no,no,2
716,2829,24,24,14,23,12,no,no,2
717,2362,23,28,2,23,30,no,no,4
718,2399,21,24,2,17,26,no,no,4
719,2847,16,8,2,23,24,no,no,4
720,1226,19,24,14,23,8,no,no,1
721,1923,16,20,2,21,4,no,no,1
722,3234,32,5,28,21,12,no,no,1
723,787,17,12,6,11,8,no,yes,1
724,2062,24,16,14,17,28,no,no,5
725,1619,16,28,14,23,8,no,no,2
726,2171,16,16,6,21,12,no,no,1
727,2120,16,12,2,17,24,yes,no,5
728,3096,31,3,52,19,24,yes,no,4
729,676,19,12,14,13,4,yes,no,1
730,3021,36,1,32,23,16,no,no,2
731,3248,34,3,56,19,16,yes,no,1
732,3673,36,3,24,23,24,no,no,4
733,907,18,24,2,11,8,no,yes,1
734,3440,32,1,28,23,30,yes,no,5
735,1052,23,24,14,11,10,yes,no,2
736,1594,16,12,14,17,4,no,no,2
737,2440,19,28,6,21,28,yes,no,5
738,1091,20,28,6,13,6,no,yes,2
739,3430,37,3,20,19,12,no,no,2
740,1479,20,8,6,19,6,no,no,1
741,1967,15,24,2,17,6,no,no,1
742,596,21,8,10,12,6,yes,no,2
743,2644,17,16,6,17,20,yes,no,5
744,2380,16,28,6,21,28,yes,no,4
745,1936,24,24,2,23,4,yes,no,2
746,1085,20,28,14,11,10,no,yes,1
747,3646,39,7,20,15,14,no,no,2
748,2308,19,20,2,15,16,yes,no,2
749,3088,37,1,52,17,28,yes,no,5
750,4148,31,7,24,17,28,yes,no,4
751,1411,19,24,14,15,6,no,no,2
752,694,22,12,2,11,8,no,yes,2
753,3626,30,5,40,21,28,no,no,4
754,3367,36,5,24,23,16,no,no,2
755,980,20,12,14,11,4,yes,no,2
756,3915,31,5,60,23,28,no,no,5
757,1076,17,20,6,12,6,yes,no,1
758,1772,17,20,10,23,10,yes,no,2
759,3670,30,3,60,21,14,no,no,2
760,1020,17,16,6,13,8,yes,no,2
761,2196,23,16,2,21,16,yes,no,2
762,3227,35,1,32,19,26,no,no,5
763,2911,15,20,6,21,28,no,no,4
764,3261,39,7,32,21,20,no,no,5
765,1821,19,12,2,19,4,no,no,1
766,1629,21,8,2,17,10,no,no,2
767,947,18,8,10,13,10,no,yes,2
768,534,18,28,14,12,6,no,yes,2
769,1937,20,28,14,23,10,no,no,1
770,2920,22,8,14,23,14,yes,no,1
771,2830,20,20,2,21,12,no,no,1
772,3929,34,7,20,15,20,no,no,4
773,2233,21,8,10,17,16,no,no,2
774,1693,17,12,2,15,6,no,no,2
775,1028,20,8,10,12,6,yes,no,1
776,4291,35,5,60,23,18,no,no,5
777,897,16,28,10,13,10,no,yes,1
778,2033,15,12,2,19,20,no,no,4
779,1104,22,24,2,11,4,yes,no,1
780,2517,19,16,10,17,28,no,no,4
781,818,18,20,14,11,10,no,yes,1
782,1399,24,16,14,15,8,no,no,2
783,3920,35,7,20,19,26,yes,no,4
784,3833,38,1,48,19,24,no,no,5
785,1887,17,16,14,21,6,no,no,2
786,1670,17,16,10,19,6,no,no,1
787,3201,35,7,52,17,16,no,no,1
788,3135,36,7,48,23,18,no,no,4
789,982,23,16,2,13,4,no,yes,1
790,4095,37,1,60,23,28,no,no,4
791,3012,32,5,40,21,16,yes,no,1
792,3999,38,1,28,23,18,no,no,4
793,1648,17,8,10,15,10,yes,no,2
794,1492,22,16,6,19,6,yes,no,1
795,4113,34,5,28,17,20,no,no,4
796,977,17,20,2,12,6,no,yes,2
797,2340,20,16,6,21,20,yes,no,4
798,611,19,20,10,12,4,no,yes,1
799,1815,17,12,14,15,8,no,no,2
800,3958,37,1,16,21,20,no,no,4
801,1285,23,20,14,15,4,no,no,2
802,3242,35,3,32,15,20,no,no,5
803,1071,16,20,2,11,8,no,yes,1
804,4033,33,7,16,19,30,no,no,5
805,1092,23,16,14,11,8,yes,no,2
806,2347,21,24,10,17,18,no,no,5
807,3912,30,7,48,15,16,yes,no,2
808,1480,21,20,10,19,4,yes,no,2
809,1130,17,24,2,12,8,no,yes,2
810,1234,18,24,14,19,6,no,no,2
811,943,15,16,14,12,6,no,yes,2
812,4082,34,1,16,23,22,no,no,5
813,1679,20,8,2,17,10,no,no,2
814,1154,16,8,6,12,4,no,yes,2
815,738,23,12,10,13,8,no,yes,1
816,3710,31,3,52,19,14,no,no,1
817,2511,19,20,14,15,12,no,no,2
818,1573,16,8,10,17,4,no,no,2
819,575,22,24,2,13,8,no,yes,1
820,4003,31,1,28,21,14,no,no,1
821,1618,15,8,10,21,8,no,no,1
822,1031,19,20,14,11,10,no,yes,2
823,1754,23,12,14,17,6,no,no,2
824,2721,21,24,10,21,16,no,no,2
825,4337,30,5,16,15,16,no,no,1
826,1184,23,20,14,12,4,yes,no,2
827,904,18,20,14,11,10,yes,no,2
828,852,17,12,14,12,8,yes,no,1
829,4335,35,5,24,19,18,no,no,4
830,2015,20,28,14,23,20,no,no,4
831,2470,22,20,2,15,18,no,no,4
832,3908,32,7,52,19,20,yes,no,5
833,3305,37,7,60,23,20,no,no,4
834,900,18,28,10,11,4,yes,no,2
835,1979,21,28,10,17,4,no,no,2
836,1683,19,24,14,19,6,no,no,1
837,1168,16,12,6,12,10,yes,no,2
838,2095,15,20,10,15,24,no,no,4
839,651,16,8,10,12,8,no,yes,1
840,3461,35,7,16,15,28,no,no,5
841,1597,15,16,6,23,4,no,no,2
842,2876,15,20,6,15,28,yes,no,5
843,2318,18,28,14,15,18,no,no,5
844,3390,31,1,56,19,18,no,no,5
845,2285,17,8,14,19,30,no,no,5
846,2150,18,16,10,21,12,no,no,1
847,538,15,8,10,13,8,no,yes,1
848,3866,36,7,36,23,22,no,no,4
849,3924,36,7,20,23,20,yes,no,4
850,1336,22,8,2,17,8,yes,no,1
851,2215,20,24,6,23,12,no,no,1
852,3124,39,3,60,19,24,yes,no,4
853,1920,16,24,14,15,10,yes,no,2
854,3817,39,5,56,23,12,no,no,2
855,1472,21,24,2,21,6,yes,no,2
856,1173,24,20,14,11,8,no,yes,2
857,806,20,8,14,13,4,no,yes,2
858,2890,18,24,2,23,12,no,no,2
859,2478,21,16,6,21,30,no,no,4
860,4031,33,1,24,21,16,no,no,1
861,4334,36,1,24,23,20,no,no,4
862,1142,20,20,6,13,4,no,yes,2
863,2163,23,20,10,21,22,no,no,4
864,533,15,8,10,11,4,no,yes,1
865,4181,39,7,52,23,26,no,no,5
866,1429,16,28,2,17,4,no,no,1
867,744,21,20,14,11,8,yes,no,1
868,888,22,28,2,13,4,yes,no,1
869,1153,24,20,14,12,4,no,yes,1
870,3950,33,7,40,17,14,no,no,1
871,1354,20,28,2,15,10,no,no,1
872,563,22,12,10,12,8,no,yes,2
873,946,21,8,14,13,6,no,yes,2
874,2447,21,24,6,23,28,no,no,5
875,1016,23,12,2,12,8,yes,no,1
876,1229,24,8,6,21,4,no,no,2
877,3974,31,7,56,21,14,no,no,1
878,3079,39,3,60,19,30,no,no,4
879,2215,24,12,6,15,30,no,no,4
880,2306,17,12,10,19,14,no,no,1
881,1127,22,16,10,11,10,no,yes,2
882,1058,19,8,2,11,6,no,yes,2
883,3853,34,5,44,19,18,no,no,4
884,2312,16,12,2,21,22,yes,no,5
885,3570,36,5,20,21,26,no,no,4
886,1867,20,28,10,23,10,no,no,2
887,1106,16,8,10,12,8,no,yes,2
888,2505,22,24,10,15,30,no,no,4
889,965,18,12,10,12,6,no,yes,1
890,2709,23,12,2,23,16,no,no,2
891,850,20,16,6,12,6,no,yes,1
892,2835,16,8,14,21,30,no,no,4
893,4262,30,5,28,15,18,no,no,4
894,2527,19,16,6,17,28,no,no,5
895,864,16,28,10,12,10,yes,no,1
896,3491,37,3,20,17,18,no,no,4
897,887,19,24,10,13,8,no,yes,1
898,4171,31,5,56,23,18,no,no,5
899,698,24,20,10,13,6,no,yes,2
900,4101,32,1,24,17,12,no,no,1
901,4297,32,7,48,15,24,no,no,4
902,1027,21,20,2,13,10,no,yes,2
903,1800,20,12,6,17,6,yes,no,2
904,4266,35,3,44,19,14,no,no,2
905,1913,15,16,10,19,10,no,no,2
906,3123,37,5,16,15,22,no,no,5
907,2927,16,28,6,21,14,no,no,1
908,1567,21,16,14,23,6,no,no,1
909,3081,30,3,56,23,26,no,no,4
910,3140,38,5,60,19,16,yes,no,2
911,3072,32,5,36,17,24,yes,no,5
912,3562,39,1,32,15,22,no,no,5
913,1550,17,12,2,15,6,no,no,2
914,3057,32,3,40,19,14,no,no,2
915,1012,15,16,6,13,8,yes,no,2
916,3394,38,7,60,23,12,no,no,1
917,2675,19,16,14,15,20,no,no,4
918,3561,38,7,40,21,24,no,no,4
919,1276,24,16,2,19,6,yes,no,1
920,1201,19,24,2,23,10,no,no,2
921,3472,32,5,52,21,18,yes,no,5
922,4068,32,7,40,23,28,yes,no,4
923,1611,19,12,10,21,6,no,no,2
924,3972,34,5,36,21,18,yes,no,5
925,547,20,28,10,12,4,no,yes,2
926,1324,20,24,10,21,8,yes,no,2
927,2903,20,28,6,17,26,no,no,4
928,3181,39,3,56,21,24,no,no,5
929,2964,16,8,14,23,14,yes,no,1
930,3131,35,5,52,21,18,no,no,4
931,4159,34,3,20,19,12,no,no,1
932,2922,19,24,6,21,28,no,no,5
933,3570,36,5,36,23,26,no,no,5
934,1760,24,20,2,23,10,yes,no,1
935,1802,23,12,6,19,10,no,no,2
936,1701,22,8,2,21,6,no,no,1
937,626,19,12,2,11,10,no,yes,1
938,1812,20,16,10,21,10,yes,no,2
939,4194,37,7,48,19,12,no,no,1
940,2519,15,28,14,19,16,no,no,2
941,803,22,20,14,11,10,no,yes,2
942,3760,36,7,48,17,28,yes,no,5
943,1107,15,16,10,11,8,no,yes,2
944,3980,32,1,40,19,24,yes,no,4
945,2193,16,24,10,21,12,no,no,1
946,1929,20,24,10,15,4,no,no,1
947,2344,15,8,14,15,16,yes,no,1
948,642,21,24,14,13,8,no,yes,1
949,3234,31,1,28,15,22,no,no,4
950,2647,15,16,6,21,24,no,no,5
951,1118,19,8,6,12,4,no,yes,2
952,727,23,8,10,11,10,no,yes,2
953,1069,21,24,2,13,4,no,yes,1
954,804,18,12,10,11,10,yes,no,1
955,725,21,8,10,13,4,no,yes,1
956,4105,32,5,36,21,12,no,no,1
957,2508,19,8,2,17,22,yes,no,5
958,1348,23,20,2,21,4,yes,no,2
959,2025,19,24,10,15,24,no,no,5
960,1708,17,28,6,15,4,yes,no,1
961,4231,34,3,16,21,22,no,no,4
962,1297,24,20,10,17,4,no,no,1
963,1219,22,24,2,21,10,no,no,2
964,2953,15,16,6,23,28,no,no,5
965,2080,24,16,10,15,30,yes,no,5
966,1149,24,20,2,11,6,no,yes,2
967,2507,20,16,10,21,12,no,no,2
968,2868,24,8,6,15,24,yes,no,4
969,681,20,16,10,12,4,no,yes,1
970,2343,23,20,6,17,12,no,no,1
971,2619,17,12,6,17,22,no,no,4
972,2112,19,12,2,21,12,yes,no,1
973,1180,22,16,6,12,10,yes,no,1
974,1704,19,24,2,19,8,yes,no,1
975,3882,37,7,60,17,30,no,no,5
976,2127,18,12,6,23,24,no,no,5
977,2376,22,12,6,15,30,yes,no,5
978,1206,17,24,6,15,6,no,no,2
979,1018,23,20,2,11,10,no,yes,1
980,2784,20,20,14,19,18,yes,no,4
981,4053,32,1,40,19,30,no,no,5
982,770,22,24,10,11,6,no,yes,1
983,1984,17,8,6,15,4,yes,no,1
984,2136,21,24,14,15,18,yes,no,5
985,3281,31,3,60,17,18,no,no,4
986,4348,32,7,52,19,30,yes,no,5
987,2329,20,12,2,19,16,no,no,1
988,3977,31,7,40,19,12,no,no,2
989,584,22,12,14,12,6,yes,no,2
990,3473,33,3,56,15,20,no,no,4
991,3290,33,7,28,17,20,no,no,4
992,2073,20,20,10,17,18,no,no,5
993,2728,16,12,2,17,22,yes,no,5
994,2628,20,12,14,15,18,yes,no,4
995,3372,39,7,48,23,26,yes,no,4
996,3941,31,5,40,23,20,no,no,5
997,1737,24,28,6,23,10,no,no,2
998,1391,20,12,10,23,8,no,no,2
999,4163,36,7,16,23,12,no,no,1
1000,1825,15,24,14,19,8,no,no,2
1001,4251,30,7,60,19,20,no,no,5
1002,4227,36,1,52,19,16,no,no,1
1003,3023,30,3,16,23,22,no,no,5
1004,2246,23,12,2,17,22,no,no,4
1005,4157,38,1,52,15,20,no,no,5
1006,1796,24,16,10,21,4,yes,no,1
1007,2813,23,28,10,19,16,no,no,2
1008,632,20,24,2,11,4,yes,no,2
1009,1122,22,20,10,11,10,no,yes,1
1010,3576,37,7,28,21,16,yes,no,1
1011,3049,30,7,48,17,30,no,no,5
1012,1132,19,28,10,12,6,yes,no,1
1013,2875,20,20,14,19,18,no,no,5
1014,1696,18,16,10,19,10,yes,no,1
1015,637,17,8,14,11,6,no,yes,2
1016,3582,36,7,16,15,28,no,no,4
1017,3428,36,5,56,23,14,yes,no,2
1018,3145,39,1,60,15,12,no,no,2
1019,2858,22,16,10,23,14,no,no,1
1020,1970,21,24,6,19,4,no,no,1
1021,710,21,16,6,12,4,no,yes,1
1022,2226,16,16,14,19,22,no,no,5
1023,3821,31,5,20,15,30,no,no,5
1024,1461,22,12,2,23,4,no,no,1
1025,3609,39,7,56,17,20,no,no,5
1026,2364,15,24,10,17,12,yes,no,2
1027,4064,32,5,20,17,18,yes,no,5
1028,4101,32,1,16,19,26,no,no,4
1029,1713,16,20,6,15,10,no,no,1
1030,1228,16,20,6,15,6,yes,no,1
1031,2172,23,8,2,15,30,yes,no,4
1032,2371,20,8,6,19,28,no,no,5
1033,2674,15,12,2,19,20,no,no,4
1034,1430,24,24,2,21,6,no,no,1
1035,3720,32,5,52,15,26,yes,no,5
1036,2905,18,24,10,19,24,no,no,4
1037,1266,20,8,6,17,10,no,no,2
1038,2833,20,20,14,23,30,no,no,4
1039,1876,23,16,10,17,8,yes,no,2
1040,1722,18,20,6,19,8,no,no,2
1041,709,15,28,14,12,10,no,yes,2
1042,1696,17,24,2,23,8,yes,no,2
1043,2847,22,28,6,19,26,no,no,5
1044,2050,21,12,14,21,22,no,no,4
1045,3909,37,3,24,21,24,no,no,4
1046,3880,36,1,16,21,18,yes,no,4
1047,1266,22,12,2,21,8,no,no,1
1048,2221,20,28,10,19,20,no,no,5
1049,1176,23,20,6,13,10,yes,no,1
1050,4276,35,3,20,21,28,yes,no,5
1051,1871,17,28,6,23,8,no,no,1
1052,2494,24,16,14,21,26,no,no,5
1053,2356,23,8,10,17,20,yes,no,4
1054,3653,31,1,16,15,26,no,no,5
1055,890,15,24,10,12,8,no,yes,1
1056,3817,39,7,20,17,28,no,no,4
1057,2375,23,12,14,23,22,no,no,5
1058,1456,19,16,2,17,4,yes,no,2
1059,1253,17,24,6,15,10,no,no,1
1060,2606,19,20,10,19,16,no,no,1
1061,1016,17,16,14,11,6,yes,no,2
1062,3440,33,7,60,21,24,yes,no,5
1063,2219,15,8,6,19,24,no,no,4
1064,1892,16,28,10,19,4,yes,no,2
1065,2706,19,16,6,19,12,no,no,2
1066,1221,16,20,14,23,8,no,no,1
1067,4295,34,3,40,23,22,no,no,5
1068,1693,16,24,14,19,4,no,no,2
1069,734,20,12,6,11,8,no,yes,1
1070,2700,16,20,6,17,18,yes,no,5
1071,3214,36,7,44,15,24,no,no,5
1072,3150,32,3,36,21,22,no,no,5
1073,1430,15,24,10,23,8,no,no,1
1074,2946,21,8,10,19,18,no,no,4
1075,4012,39,3,36,21,24,yes,no,4
1076,2530,22,20,2,19,16,no,no,2
1077,667,22,28,2,13,4,no,yes,2
1078,3382,35,3,60,21,30,no,no,5
1079,854,22,28,10,12,4,no,yes,1
1080,3599,35,7,20,19,20,no,no,4
1081,817,15,28,14,11,4,no,yes,1
1082,2694,19,20,6,15,18,no,no,5
1083,1000,19,28,2,13,8,yes,no,2
1084,602,22,12,6,13,4,no,yes,1
1085,2295,20,24,10,19,16,no,no,1
1086,1632,23,16,2,23,8,yes,no,1
1087,1628,23,20,6,19,4,yes,no,1
1088,3602,36,7,52,23,14,no,no,1
1089,1773,16,24,14,19,6,no,no,2
1090,1550,20,24,2,21,4,no,no,1
1091,3334,30,1,20,17,22,no,no,5
1092,2080,19,16,2,17,12,yes,no,1
1093,1464,21,28,10,21,6,yes,no,1
1094,636,21,16,6,11,6,yes,no,2
1095,3743,36,5,20,23,24,no,no,5
1096,2918,17,12,2,21,20,no,no,4
1097,2064,18,16,2,17,16,yes,no,1
1098,584,19,20,6,11,10,yes,no,1
1099,3820,31,1,16,23,26,yes,no,5
1100,731,24,12,14,12,6,no,yes,1
1101,533,16,28,14,11,4,no,yes,2
1102,2022,17,12,10,15,28,no,no,4
1103,2627,21,8,2,19,26,no,no,4
1104,2027,24,16,14,21,16,no,no,1
1105,3094,34,1,16,17,22,no,no,5
1106,1352,15,28,2,15,8,yes,no,2
1107,3582,33,1,20,17,18,no,no,4
1108,1005,19,28,14,12,10,no,yes,2
1109,1296,17,24,14,17,8,yes,no,1
1110,3153,36,5,52,21,24,no,no,5
1111,4208,35,7,28,15,18,yes,no,5
1112,2820,24,8,14,23,14,yes,no,1
1113,1232,19,12,2,21,4,yes,no,1
1114,522,17,12,2,11,10,no,yes,1
1115,3559,34,1,52,19,28,no,no,5
1116,642,21,12,6,13,4,no,yes,1
1117,596,16,24,2,11,10,yes,no,2
1118,2417,18,24,2,15,24,no,no,5
1119,3816,36,1,44,15,12,yes,no,2
1120,3220,34,3,52,23,12,yes,no,1
1121,3279,36,5,48,19,20,no,no,4
1122,2322,22,20,6,19,16,no,no,1
1123,3926,37,1,44,23,30,no,no,5
1124,3449,30,1,24,19,12,no,no,1
1125,3235,38,1,48,19,14,no,no,1
1126,1497,15,28,14,15,6,no,no,1
1127,831,21,12,2,11,8,no,yes,2
1128,1483,18,16,6,23,10,no,no,1
1129,3243,34,1,24,21,12,no,no,1
1130,2974,22,28,6,21,12,no,no,1
1131,500,18,16,14,12,10,yes,no,2
1132,1251,22,24,14,15,8,no,no,2
1133,3615,38,1,44,17,26,no,no,5
1134,2788,16,8,6,19,20,yes,no,4
1135,3479,30,3,20,23,22,no,no,4
1136,1471,23,16,14,21,6,no,no,2
1137,3659,34,7,44,17,22,no,no,5
1138,2291,16,24,2,19,28,no,no,5
1139,2210,18,24,2,15,14,no,no,2
1140,1363,20,8,14,17,6,no,no,2
1141,3479,36,3,24,17,30,no,no,5
1142,2280,23,28,2,17,30,yes,no,5
1143,1649,20,20,2,17,4,no,no,2
1144,1907,21,24,6,21,8,no,no,2
1145,2528,21,28,10,21,26,yes,no,4
1146,4019,39,1,44,23,22,no,no,4
1147,3091,39,5,48,23,18,no,no,5
1148,1819,17,20,10,19,10,no,no,1
1149,1482,16,8,2,15,4,no,no,1
1150,1833,18,16,10,23,4,no,no,1
1151,1610,18,24,2,21,4,no,no,1
1152,1499,16,28,6,15,10,no,no,2
1153,1226,17,28,14,19,10,no,no,1
1154,1335,17,16,10,17,4,no,no,2
1155,1827,24,8,14,17,6,no,no,1
1156,3889,33,5,60,23,18,no,no,4
1157,1426,19,24,2,15,10,no,no,1
1158,1933,22,8,14,15,8,no,no,1
1159,1695,21,20,6,19,10,no,no,1
1160,4187,38,7,28,15,28,no,no,5
1161,2741,20,20,10,15,16,no,no,2
1162,3294,34,1,56,21,12,no,no,1
1163,2601,15,24,10,15,14,no,no,2
1164,1016,15,8,2,12,8,yes,no,2
1165,2494,23,20,6,21,18,no,no,5
1166,3624,34,5,32,19,26,yes,no,5
1167,2280,24,16,14,23,30,yes,no,4
1168,3280,32,3,32,21,24,yes,no,4
1169,1216,23,20,2,15,10,yes,no,1
1170,834,23,28,6,12,4,no,yes,2
1171,921,17,12,10,13,4,no,yes,1
1172,1349,22,12,10,15,6,no,no,1
1173,3154,37,7,20,19,22,no,no,4
1174,2741,23,12,10,17,16,no,no,1
1175,2938,17,12,6,23,30,no,no,5
1176,2576,21,20,14,19,26,yes,no,4
1177,867,16,16,6,13,4,no,yes,2
1178,3709,33,3,28,15,28,no,no,5
1179,1970,24,28,14,23,6,no,no,1
1180,2451,16,8,6,23,24,no,no,4
1181,2120,24,8,14,19,18,yes,no,5
1182,1280,20,20,6,15,4,yes,no,1
1183,2699,18,8,10,17,16,no,no,2
1184,555,16,12,2,12,10,no,yes,1
1185,1320,24,8,6,21,10,yes,no,1
1186,2396,16,8,2,21,24,yes,no,4
1187,1800,16,20,2,15,6,yes,no,2
1188,847,15,12,10,11,6,no,yes,1
1189,3000,39,7,40,17,12,yes,no,2
1190,2044,17,20,2,15,24,yes,no,4
1191,1616,24,8,6,21,6,yes,no,2
1192,1480,19,12,14,17,10,yes,no,2
1193,2406,24,12,2,21,20,no,no,5
1194,1650,15,24,2,23,8,no,no,2
1195,3792,31,5,60,21,24,yes,no,5
1196,2313,23,16,6,23,22,no,no,4
1197,851,18,12,6,13,4,no,yes,1
1198,894,19,24,2,12,4,no,yes,1
1199,3048,36,3,60,19,12,yes,no,1
1200,2304,18,28,2,21,30,yes,no,4
1201,2391,22,8,6,23,14,no,no,1
1202,1669,21,24,6,15,10,no,no,1
1203,4151,38,1,40,17,30,no,no,5
1204,2219,18,8,14,23,26,no,no,5
1205,2434,19,8,6,17,16,no,no,1
1206,1311,19,20,10,15,10,no,no,1
1207,926,22,16,6,11,6,no,yes,2
1208,3760,32,5,28,23,22,yes,no,4
1209,1928,24,28,2,17,10,yes,no,1
1210,4099,33,7,32,21,24,no,no,4
1211,2612,16,20,2,15,12,yes,no,1
1212,2067,20,28,10,23,26,no,no,4
1213,1792,22,16,10,23,6,yes,no,2
1214,2117,24,8,2,15,22,no,no,4
1215,3635,39,5,56,17,22,no,no,5
1216,3946,38,7,44,17,28,no,no,4
1217,3868,37,3,40,21,14,yes,no,2
1218,3228,37,7,44,23,14,yes,no,1
1219,3279,30,7,60,15,16,no,no,1
1220,993,20,24,2,13,4,no,yes,2
1221,2301,15,8,6,15,18,no,no,5
1222,1757,20,28,6,19,4,no,no,2
1223,3355,36,3,60,19,28,no,no,4
1224,3533,38,1,52,21,30,no,no,5
1225,2115,18,12,14,15,28,no,no,4
1226,3606,38,7,16,19,18,no,no,4
1227,1150,22,12,6,13,8,no,yes,2
1228,1068,22,28,10,11,4,yes,no,1
1229,894,18,28,10,13,6,no,yes,1
1230,1425,19,20,6,21,6,no,no,1
1231,1884,20,16,2,17,10,yes,no,2
1232,1408,23,12,2,21,6,yes,no,1
1233,2909,22,28,10,19,24,no,no,4
1234,4027,36,7,56,23,14,no,no,1
1235,1484,20,24,10,17,6,yes,no,2
1236,2294,24,12,14,19,14,no,no,2
1237,1296,15,8,6,21,8,yes,no,1
1238,4279,37,1,20,23,12,no,no,2
1239,3743,31,5,24,23,14,no,no,2
1240,3918,39,7,36,15,30,no,no,5
1241,2785,21,28,2,19,14,no,no,1
1242,2914,24,16,10,17,20,no,no,4
1243,3869,33,7,56,19,22,no,no,4
1244,3784,38,5,48,19,22,yes,no,4
1245,2118,22,12,6,21,30,no,no,5
1246,678,22,8,6,11,8,no,yes,1
1247,2989,18,24,10,21,12,no,no,2
1248,3838,34,1,32,23,26,no,no,4
1249,2131,20,20,14,15,12,no,no,1
1250,4271,30,7,56,15,16,no,no,2
1251,1215,17,24,14,15,8,no,no,1
1252,1973,24,16,10,19,6,no,no,2
1253,3508,36,1,44,15,18,yes,no,4
1254,1472,23,28,14,19,4,yes,no,1
1255,1433,16,8,10,17,8,no,no,1
1256,3840,31,5,16,21,28,yes,no,5
1257,3048,36,1,48,15,26,yes,no,5
1258,1791,23,24,2,23,6,no,no,2
1259,624,19,28,2,12,8,yes,no,2
1260,2276,21,24,14,17,26,yes,no,4
1261,2519,23,16,2,21,24,no,no,4
1262,2131,22,28,2,21,12,no,no,2
1263,4138,30,3,32,23,28,no,no,4
1264,3643,38,1,56,17,20,no,no,5
1265,2302,15,24,10,23,14,no,no,1
1266,3049,37,1,48,19,20,no,no,4
1267,3630,36,3,44,17,30,no,no,4
1268,3638,37,5,56,17,26,no,no,5
1269,2527,16,24,6,17,24,no,no,4
1270,1818,23,16,6,19,4,no,no,2
1271,1996,20,24,6,17,4,yes,no,2
1272,567,16,24,14,11,8,no,yes,1
1273,1592,24,24,10,19,8,yes,no,2
1274,1298,21,24,10,21,8,no,no,1
1275,3312,31,1,36,23,24,yes,no,5
1276,1363,21,8,6,23,6,no,no,1
1277,1666,23,16,10,15,6,no,no,1
1278,1240,16,28,10,23,10,yes,no,1
1279,1697,20,12,14,17,10,no,no,1
1280,1134,22,16,2,11,4,no,yes,1
1281,1627,19,20,10,23,6,no,no,2
1282,4045,31,1,40,23,20,no,no,5
1283,2758,17,16,14,15,16,no,no,1
1284,3351,31,1,28,19,28,no,no,4
1285,2485,18,8,14,23,20,no,no,4
1286,2849,17,24,2,17,16,no,no,1
1287,927,24,12,14,11,6,no,yes,1
1288,1848,17,24,6,17,8,yes,no,2
1289,2419,24,12,10,17,18,no,no,4
1290,3215,30,1,20,21,12,no,no,1
1291,3877,37,5,52,17,30,no,no,5
1292,1738,22,28,2,21,4,no,no,1
1293,4347,30,5,32,19,20,no,no,4
1294,2594,17,8,2,21,30,no,no,5
1295,2022,19,24,14,19,24,no,no,5
1296,2114,19,16,2,23,12,no,no,1
1297,4258,30,1,32,15,22,no,no,5
1298,2562,23,28,2,17,14,no,no,1
