structureId,sequence
2218,BCBABDDBBCCDACCABCCBDBDACDDABCCCDADABDCCBAADBCACCABBDACAAAADBABCDDBDDBCDBACDCAABCCCDBBAABDDACBAABACABCABDCADBDCCBDADDADBAACBC
2219,CCAAAABDCDCABDCBDBDBDAADCDDAACADBDCAADDCABCCCAACCABCAADBCCDDDDADBDDBCBCDDBDAAAADADDDDCCDABDADCBBCDBCDAABCDAABAABCBCCC
2220,BDCDDBADCDBBACBCAADBCCBBCBAADBDDBCDCDBBBDDADADCCBADCDDBDCDDDCBCBCABADDABABDBCDCDCDBBAADDCAAABAACBCCDACADAADCCDCCBCDACDDDCDCADACBABCDCCCAABDBCACAADBBCAADBDBDDBDCDDDBCDABCDAABCBBACDDAACBBBCAACDADCBCCABDBACAD
2221,BCAABDBCADDBACBCADDADBBADDACABACCABABADCDCBADABCBDBDCCABBDDDAABADCDBBDBBDAADDABBBCCBBBCBBBCCBBDBDDDCBCDDABDDCBCBAABBCABCBBCBBDABA
2222,ADDCBAAADCCACABADAABCCBDACDDCACBBCCCCCCCACACCADABCDBDCCBBAACDBBDADBDBDABCCBADBCCBCABCACACBABCBCAABBABBBADBABBBAADCBBBBDACCADCCDACBAABCBCDCABBCABBADCDACDDAD
2223,DBDCDDCDCBACDCDDBDABABBDABDBCCDADCBDCABDCCAADCDDCCCCBDADDDDCCDADBCBBBACBDDDCDAAADADDDACAACBACADABBCABADDABDACAACBBACABAACBDDADCBDACDDBCCBBCCABBCCDBADDADDDADAAACDBADACADDCAAABAADDBDBCBCACADBCABCBABDDBAADBDBCBDBDDBADCCDDACBDAADBBCBAACBCCBDDDBBACAACCBCBAAC
2224,DDCCABDBBCACBDBABDDACDDCDADCCBCDCDDACBDBAABCADCCBBDDBAABABDCADADBBDDDCDBBBACCDBDDABCACCDACCADABBBACABBAABCDACDCCBCAABABAADDABBDDBBADDCDDCDDBCCDBDDCBACBBBDD
2225,BACADCBDCBCDCACDACAABADDDDDCADAACBCCCBACCBDDCBDDBBDBBDCABBCBCBAADDDDDBACBADBABADACDCDBAABBBADDABADCCBACDDBDACBDCBACBBCCDABDCA
2226,DCACACCBABDDDCABACDAADCADBCDADCADDDBBDCDDCDABCCCBDADBDCADDDBABBACDACAADCBCABBBBCDBBBBAAADDBBCDDDDCCCC
2227,ACCCDCCBDBDBACDABBBBDBDCBBBDBDBBDDABACBDCCDBAAADDDCAACBBCABCACBCDABDDACCCCBDCABDDACADDDACADCCDABBACCABDBCBCDDBBBBDBCDACBABBCDBBBBDDCADDCDAACBDBDADCABBCBAABADCCAABCABDBADDABAADCCBBBDDCCBCA
2228,DDABBBADAADADBDBACBBBBBDCABAACDBACDDDDDBAACCACCADAACBDBDDDDBDBBACABDBABCACABCDCDBDCBDCDABBCCABDBAABCABBADCBBBDBCDBBACBADBABDBAADBAABCBA
2229,CADDDDBCBBDDAAABBABCDDBBCCCCAAAACAACADBBCBBBCDACADDDBBCBCACDCADCCDDBACBADAACDDBAADCBDADDBDCBBCACADCCAAABABBBC
2230,AADADBCBCCCADDBCCBBDBCCAABDBCCCDDCDCCCCAACAAADCCBACCDDBCDCBABCBDDADABDCCCCBAACBCABDBCABDBBBDBBBADCBADDBDADBAADCACDCBDDBACBBACBDCDDBBDABBABAADACCABBBBBCBBDCAACBBBCABACDDA
2231,BBCBBADABBACBCAADDCCCAAAB
2232,BBCCADBCBADDCDDBCDDBADADDBCDDBCDCCCADCDCAAACCDDAADDCAACBCBBACCDBDADBBBDDDABBABCBDACCCDAACDCDAAAABDAADCDABBDAABCADCACAACBABBDDABDBDCABACCBCCDBDDBBBBBACADBADAACABBBBBADDABCAAB
2233,BBBBCBAAACBADBABDBDDDABBABDBDAA
2234,ADAACBBBBCDCDBDCCBAACCAAAACBDBCCDDDDDACADCABDDCDAACDACAABAABDDCDDAACDDDABDDABDADDCBADDDACCBCCDDCCDABBDBCBDCCCBDDABCCDABDDACCACDACACDDCDBAAADCDABDBBCBCBCDBDDAACDDAAABCBDADDDDDCDDACBADACBDADBDAADCCBDBDAABABBCCBD
2235,BCDABACDACDBACBAABADCCBDAACBCADBCBACCBDACCACCDDAABCCCAAADCBABACBCCBBCBDBABAABCCDCDBBDCDAACDDAABDCABDCBCDAACBACDACBBBDAB
2236,CADBADBDCBAADDDCDDAABCADCCCBCABADCCABACACDAABCDADAACACABABBCDACABDDCCACBADCDCCDBCBDBCCDAACDDCCDACAAADBDBDACBBBDDAADDBABDBBBCBBABADD
2237,ABBCACABBCDBBAACCCBABCDCCACDAACDACCCCADCDDCADBBAAADDCBADDBBCBDDADCDAABDCCABBCDADBBABCABBDDBADCBCDDDCADDAAADBDACBCCBBCABCBABACCADDBADBBDBAABBDABBBDCCCCBBDDCABBDDADBBACCBBDBBCCBCACCACBDCCAADAABCCDCBBDAACDCADCDBA
2238,DACDCCBCDBADDCCBBABBBAABACDAACCDABACCDCDBDBDDDCDCBACDCCBCDDACDBBDDBABADDDACDACCCCBAAABBBCBDDDCADAACCCBDCCDABBBCCDBCACBCBABB
2239,DACDCDCCDCCCACDBCABADADACCCBABBBBBDCDBCABBBAADACCDABCDBBDBBDACDACDBDAAABCCDABADDAADDCACDDCDDCBDAADDDCBCDACBBBCCBBBBABCDCCCDAB
2240,BDDDABBAADCCDACBDADCBCABDABAADBDBCBDDCDCDBCBCDDABACBAACCCBBCDBAACDDCCADBABDCBBBCBBDBADDCBBACDACDCABCCCDCCCBDABCCBBC
2241,CDBBAACDABADBAADBBCCCAACBDDABACDBDACCCDBCCAABBDABDCCAADADCAABCDBCDDCBACABBCCCBAACCDDCCACDABACDDCBDADCCBACACDCDCCBCCACACACBBAAACDCCDCDACAABDCD
2242,DDCDDADDDABACCBBBABADCABBBCBDAACCCBBCDCDCADCDCCDAACDCBCBCDABADDDABABBDDCBCABCBDADBCDA
2243,CCDDCBDBDDBDCBDBCDDBAADCBCCBDACBABDBCDDBBBCCADCDDDADADBACADBBDAAACADDDDDABAAACDCBAACADACDACACACADDBCBABBACDACAACDBCACBACDDBCDCACBBDBDCACAACBADCDBACACDBDABBDACAABDDCDACAAAAABCBCDDDBBBACADDDCDCACAAABDBBDBDDDDDABDA
2244,CDCDDBDBCBAACBCCBDDDACBBCBCDCCDADBABCCADBBBDDCBDDBADBBADBCCDCDDDACBDCADDABBACDCBADABDDDBCCCABADADDABBADADDDADDCAADBBDCDDDDADDBBDDBABCAADCBCDCDDADCCBBBADBCBADDDADAABAADDCDDDDCBCDAC
2245,DCCDDBDABCBCAABBCDDDDBCDCABBDCCDCCCBCADDBBDABBBCAABBBDCABAAAADCAACCCDDAAAADBDCCCAABDBACBDBACDAABDBCAAAAAABDCCDBCDABCACCACCABCCBCADBBDBDCCCCADCABADAABADCAAADAADACABDDADCCBACABBBCCBDADAABDCDDDCABBCAACD
2246,ADDBAAABDBDBADBDDDDCDDCCA
2247,DCAADAADACCDADDCABBDBBDDADDBABBBDDAADABBDBADDBDDDBAAAABCAAAADDDBADBBDDADBCDADBAACBABABCADADDCAADA
2248,CABCDDCABDADCABDDBADDBCDBCDDACDBBBADDBBBCBBCBACACDBBBBBCDDABDADADADBDDCDABCCABBBABDBADACDADBDCADC
2249,ADACADCCDADBCBBDDDBCCDCACABADBCDDCBCACBCCCDBDACAADABDDABABBBBDCBBDCCABDBBCDDDDCBBDDDDDABCDBADADBCACAADCDBAADCBABBBDCACDDCAAACBCDBACBDDCCBDADBADDACBBABADBABCDDCCBDADBBCCDBBACDDBDAADBDAACBADCCADABDDBACCCABDDADCADBDC
2250,DDBCBBACDACCABAACBADCACBDCDDCBBABADDABDAABABADBABADBCCCACAACDCAADABADCACBDDAACAACDABDDAACCABBABDBDCABADABADAACBBCDABBBBDBBABDBDDDCDDBADBBBBDBCBACCBBCBABABCCC
2251,DBBBDCA
2252,AAADABCCAADAADDADBBDAAADCABBBBCCABACACC
2253,DDCAAADBBAADCAAABACBAABCCDABABDDDBCDCAABA
2254,ACBCAADCACADBDBAADDCBDCACCACABCCCADDCDADACADCABCDDBDDCBDDACDCAABCBBCAADCACBABCABBDAADACDAACACADCCBABABBBCBADBBBBCCACADABCCADDDACCCDAADADCABDBAABADACACBDDBBAAAADCBDDABDCADDCDCDBDDACCAC
2255,BAABBCBDACADDCDCDBADBCAABABDBDBBACDCDDCDCACAABBDAADABBCCCDCADCBBDDCDBCADDCCBCBABAADBBDDDABBCBCABDBABA
2256,DDAACBCCDDDABABADCACDDCCCBCABDCBABACDCCAABDBCBCCBCADCABDCDDDDDACDADACBDBCDDDCBDBADCDBCBDACBDDADABCCBBDBCAACBCBBCCAAAACABABBBBDAADDDBBABCCDCABDCCCACCAACACDBADCCADCCCDDADAACCADDDADDDABDABCACBABDBCDBDCCBDBCCCAACBADCDCBBACBDDAADABBCACDDD
2257,BDCDCCBCCACADABDDDCCACDADAAACDDCADADBDADDBCDABBACACACCACBABDACDCDCDCADCBBCACDCACCABAABACBCDADABDABDBDCDDBBABDBBCCCAAABDBBCDBBADCBDDCCACABDDBDDBCCBBDCCDBDACCDDA
2258,CCDDCAABBBBDBBCADDCDCACCBBBBDDBABABBACBBCBCADCBBCBBDAACAABDCCCCCBCCACABCCCADBBAACBADBDABCADCBBCCCCBCBBACCDBACBABCADDDCDBCDCADBADACADCBCDBCAACADBDBBACBCDDAADDDACDBDACAACCDABCBBDDDACCBCBDAABCDDBAADBAABCCBBDDBDCBDACDCCBABB
2259,BAABBBDCBDCBCBABBABBACDCBAACCAAABCBDBDABACBAAACADBDBBBCDABCBCBDCCDCBBBACACCDAABACAACBACDABABABDADBB
2260,DCAADBACCDDBBDADBDBCBCDDDDABDDDABCBADCADCADADACDBCBBBDACDADBADBABBBDCBABCDBDCDAADDDAACCCCABAABDAAAABACACDBCBACDBCCCBCBABCBDCBBACCDDDACACDBBADAADADDCCDCDBCDABBCABBCCCDBCCDCDDBBADCACDDDCACCDDDBCCABCABBACCCACADDDCACAAAAABDCCAABD
2261,AACBDDDCCCABBCCABBCADCBDADDBBDDADBADDDBDDBABCCAAAACABABACBACBDCDAAADACBBCDBCBBADAAAACADADCDCCCACCDABBDDCADAACCDDAACADBCCADBCCADDDCCCCABBCACBACBACBBDADBDDADCDCBDDBCDCACADCDDACDABDCCCBDADADBDBBADABCACDBCCBBCBABABDADACDCCDBBADBBBDCBDBCCBDCADDCBBBBA
2262,BCCACBCDCABABBDCCABBDDBACBAAADCDCBBBBDBDACBBCADBBADCCBDBCDAAADAADDDDCAAAAAAADCCDADDDBABDBBBAABDDDBB
2263,BACDAADCBDCAACCBDBDCBABCCBBCAABDCCACBAACBBBDBBDDCDBBBCBBBCDACCB
2264,BBDACADADADAACBCCCACCACDAACBBBBACBDBCADAADCDCBDADAABBABDDCAAABBACDACDCDADDABABAADCBDDDBBCBCCBAA
2265,ACDDDBDBDDCDBDABDCAACAADBBBCCCDDCBDADBDCACABCDBCCACDDADCCDDCBAABABDACABCDCCCCDABADDDDBADDCABADABDABCCCDCDBADCADADABDCDDBBDBDC
2266,ACDDBCDADBBAACDDADDCBCCADACCCBBAABACBCCACBDABCADBDCCBAABDDADBAAAACBBBBBACABAACCDBAAADDDDADDCCDCBAAACADABBDBCCABDCACADBACABAADCCCCDCABABDDCDABDACCCBDACBAADDDACCCADBDB
2267,DDDBBCACACCCCCCCABCDCCBDCBABDCBBB
2268,DACADDAABABCDDACBDDADBBDBCDDCBDBDCADDBACDBAACCBDDADCCAADBBAACDDCBBAAACADDBAADBCDBCBBADCACBCDDDCCDDBABDCACDBABBCCDDADCDDBDAAACBAAAADBCDD
2269,DCCDBABADCBBCBCCABCADADADABDBABADBBBCCBDCADBBDDCCBCCA
2270,ABDCBAABABBCCACCDCAADBADACCDDDDDBDADDDDDBBBDCBCBADDBBBAABDDABBBCDDDDBCBAABCABDADCBDCADBDDACAAADCBCCDBBABBBDCCBBBCCADCBBDDDCADACDABB
2271,BCDBDCBDCCBDACBBCBBAAACDACADBDBDDDDDAAAAADBCDBBDCDDABDADBCDBCDCCCBCBCACACCACCABBDCDACACBDABDDDCCBDDBCAAADAAACDDDCCCBAACCDBABDDADBDABDBACBDDBDDDDDCBCDAADDCBADACCCAADAACDCACABABCC
2272,CADBBDDBBBBAADAACBCABAABACADDDADDAADBABBDCDBBBDAAADADCBBCDACACA
2273,CBDCAACBBADCADABDACBDDDCCADCDDBADBDACAAABDCCBBCDDCDBDBACCADCBADCCBDBBCDAADADBADABCACACCCAADDDABDABBABBDCBBDCADADACACDDDBBAABCDBCBBCCBCCDDBCBDCCAACADDCABDDBBAABDCDBBCCDBCDDADACCABABBADDBAAABCBBACDABCBDAACADADAACDDAADAACACBCBBADCCBAAABDD
2274,BDABABADABBBADDCCAAAD
2275,AAADDDCBBBCDDDABCABDBBACDBAACADBCBDCCCBCBDACBDDBDDCBCABACDDDDDCAAACBBCCBDCCAABADCBDDDCABDCCDDDDCDDCDAABCBCCABACBCDAABCBBABDBDCDDDACDCCADBCBDCAADAAABBCBACCAACACBAADCCACADDBDCDBDCDCCBCACDBADDACABACDDBCDBADAADDCDDADCDDDABBCACDABABADAABCDD
2276,BBBCADADAACDBDCDCACAADCCBBCAADBDDDBDADCBCCCCBBDABBDBCAABDCCDADABDACACADADDABBDBACCCBACDADCCBABADBAACCBBDDCACDABBADDCCBDADACAAADCABBBCDAABDCDBBDBADCCBDCACCADCDCABACDCDADBABBAAACABDCDADBDCDCCDBCABACACAAAADBBAB
2277,BABBAADCBDACBDCCCCADCBBABCDADADAAACBABABBCDDDAADCCCAD
2278,AACCCAABBBADACDBABAAACCBCDDBCCDACCCDDDCADACACDDBBDBACCCBBDDAACBDBCDACAACABADBCADADDBACADBCACDCABABCBBCCBABDBCCCCCDBABBCADCBDDADDBDD
2279,CDCACABABCCBDACCBBBCDCBACADACABCBCBDADCBADBADACACBACAAABDDCBBCBBCBCCADBAACCDBADAAABDACDDCBDBCDDBBABAABDBCDCCCBCBABDCCCDADAACBACDABBCCDB
2280,CBBCCDBBBCDACCDACBCABCACCBABAADAACBDBBBBBBBCADCDBDCDCAABBBDCDBCDBCABCDCCCDACAAAABDCCACCBDCBDDBCDAACBCCABBBCABACBDABDACBDCBACCBACDBBBABAADBABDBCBDDCCADABABCCCADDDDADDADADBDBDABBBADDBAAAACACBACBBCCDCBBADCACDCAAACDABBB
2281,CABCAAABACADBBDCABADCCBBABDADDCCDADCDDCDCBDBABCDCDCDCACADCDAACAACBBABDDDCBCDDDBCDCCBDCBACABBBDBCDABADAAAACCDABBACCDCAACBDDCDCDCBCCADDBAAADBCDACADDACACCBCBCBCADCBBBABCAADCCAACDCDDCABBBCDAACADABDDCACDDBACBBABCBCDCBDADABABCAACDCBBAABAABCCCACDDDCCDBCDACCB
2282,BADBCDCCDACCACCDDBCADCCDCCADCBDACDDBCABDCDAABCCCAACDAACCCDCDABDABBADBCACACABCBAABCCDCABDCCBADBACBAAABAADCCBDCCCCACABDDCBACCBCDDADCCACDBDBADBDCCAC
2283,ADAADDBAAADCBBCCBCCBBADACABDBBCADAACCDACBCACBAAAA
2284,DACDADADACCBBADAABBADBCDDABBAACCBBDDCACBCDAABCCBACADBBBDDDBCDBAABDDDADDBCBDAACBBABDBDCCDCBCDBBDDABDCDABADDDCAACCACBACDBCB
2285,ADDACABABCDBCBBABBABBCACDCBCCBBBBACBBABDCBDCDDADADBCBCDCBABABDBBCCABDBBACDBDADCBCAABADDBBCDADDBDBCBBB
2286,BDBCADBDCAADADBACABDAACDACDBCDDCABCABAADDBCADDCDADADCCABBBDDDBABCDDCCBDCCCADDBBDC
2287,BBACBDBDDCDDBAADBDBBADBCDAD
2288,CBBCDCAADABBBDDCABBDCDDBDAACBADDDAAABBD
2289,CBCCCBCCBCBBDCDBDDCBACBCDDCABACCDDDCAADBDABBABBDABBDDDDACADCACCDCABCCBCACDCDAADABAAABDDBDABAACBDCCCDCCBACBDACDABACADBACABBDBDADAABCBDBADDCCBCDBDBDBABAABACBDDBCCBCADDCCCDAAADACBACDBADBCCBDCCACDDCDCDBCBCDACCDBABABCBBBBDAABCBDDABACCDDCCABDAAADBDBCBCDDDCB
2290,ABACBCADDDDDADAAACAACACACCDCBACCADCAAACBDBBDDBDABBDDAAAAABDAADABABBBDDAAABCCDABCDBCBDACDCBDBBBCACDABABADBBBDBABACBCAAACCBCCBBDCDADCADAACDDBBDBCCDBDAABDCADDBABCDCDCACDCDCCBDCCCACCAADCCADCCCCACCDDAABCCBBDCBCABADABCBDDCBACBABBDCCAAADADCDAABABDBCABBDD
2291,BACDCDCBCCADAAACCCCABCDACACDCCDDAAABDCDADABCDDAADACADBDABDDDAAACCCBADDDAACBAADABAACBABDBDBBDBBBAACCDDCDCBACBCADDDBDADBBCDDABDACCDDDCAABBCBBBACDAAADABDCCCAB
2292,DACDCCADBCBDADBABADDCDDBDDAABCBBDABBABBAADACBBDCDCCABDBDABABBBBCAACBBBBDABCBBDCACCAACCDCADCAB
2293,DCAACDDBCCACBCCDBDBDBCAAACDDDCDCAADCBCABABAACCDDDCCDCCCADBBACCBBAABCCBBAAACDDCCCDDBCBCDDBABADDDCDAAADCABBDDDBAACCABBBCACDDBDCCDBDADDBBBDDDADADABDCCBAAACCCDCCAADDBCADDCBBCDBCCCCBAAAADDBDBABABADC
2294,C
2295,ADBDABCDBACDCBBCBADBAACDBABACCBCDACDDACDBBABCCBDDADABDABCDDACABBCBBDBCDCABCACBBDCBCCCCCCBACCADABADCCDCAABDDACBADAACADBCDCCCDCCCDCDDDCBCCACDCDCACBCDDADDAACAADCBACDDCB
2296,AACADDADABBCCBBBABCACAABBDA
2297,CAADABCCACABBDADABCACDCCDBACCACCCAACBDDBBBDBBBBBBACDBDDBCAADCDCBBDBCDBBDCBDDBABCBCAADBABAAADADCBBBDDBCDBDBBDDAABADAAACDADABBDBCDBABBDCBBDAACCCACBBDABDBBBDCAACAAABCBDDABBBBDCCDDAADBCCCADBCABDCDBDAADDBDBACBACDBADCBDCCDBCBADACCCDBDBADAACCBDBD
2298,AAAACDDCDABCCBBCBDBCAACCDCACDAABCCBDBBBBDBCDCDDCACCDAACAADDDCBDBDACBCBDDBBABCCACBBCBDAACBDDADBACDCBCABCAABBCCBBDACCAAABABBDCCCDBDCACCDBDBABACDDDDACCDDDCDDBDBDABBBABCDDBCCBCBDDDADABCABDADBBC
2299,DAABCBBDBADDDADCBDBCCACCDDCBACCDBBDBCCADDBCABCBBBACACDDAC
2300,ACAAADCBBACBCCACCADABAACBABDCDDAAAADDDBBBBBBBDDBCBDCDBCADCDDCACBDDA
2301,BDDACACCBDDACAA
2302,CCBABDDBCABBAABBBBACDDDADCCCACCCDACCDBDBBBBBDCABDABDCCBCCDCCCCBCDBBDDDACBDBBCDCCCCBACBABDDBBCBCAAAABABACCCBDAACCABCCADADABBDDACDCADDDCACCCDCCCDAAACCDBAACDBAACBCBCAACBCDBBDAABDADDCCACCBC
2303,BBBBBBBDAADDABABDCDCBAAAADCAABCDCAADDBCADDBADADACCBDDABABACCDDBAADCCACBBCBAADAC
2304,BBBBBBCDDCBADADBBADDBBDDACCBADABCBDBADDBCBDBACDBDADDCCBBBDAACADCBCCADABBDCBAABDABAADCCAACDBBACDDDBCCDABCCADCDABABCDCDDABABACCCDDACDCBDBCACDCADCACDABACBCDAABB
2305,BBCAADCCDDDABDCDABACACBDCBABCADDDBCCBDBABBBACCBADDACCDBABDBDBADDADDBADDBACDABDAAADCBBACCDCCBBADDCDBDAAADCCABD
2306,DDBACCDDD
2307,CBDADDBBBDDCACDCBCABBCCCDCCADADBCCAABABCAACBAAAADDBACBDBDDACAACCCBBCCAADCDBCDBDCBABACBAABADADCADDDDCCACBBBDDBACAAADDADCACBADBACDBBCAB
2308,ACCCADDBDDBABBDCCADABDBCBABABBCDDADBDBBAABBCBAAACDBBCCDCCABAACBDCACBDBDBDBDCADBBBABDACBDADBBCAAABBBCAACDBCCDDBDCDBBDDCACDDCCAADACCDABCDBBADADADBCBBDABDBAAAAADCABCCDADAABADAAABABDCDCDB
2309,DBADBADCBAAABBDCCBDDDDBCADCCADABCDADABBABBABDDCCCCBBBCBBC
2310,CAAAAADBDDCCDCDBBAABCDABBBBDAAADADBCCACDBACBBCABDADDCBDCDADBBACDDABDBAACACAADDBBCDDBDDBDBDABDADABDDACCBCAABBCBDBBBABDDACBADDCBBCCAACDBBABAADCDDDA
2311,CBCACDCCCCABDCD
2312,CCACBCCDBDADADDCAABADBACADACBCAACBDBCCDABDCBDCDCACADCACCBBBDDCCDCBBCCBACBBBCDCDADBBDDDACBABBBDDCBCACCADAACCCBDDDDABACCACBDDDABDBDADCCDBBDAABACACABDBDAABDACDCCCCDCDAB
2313,BADDDDAACBBDBABCADCABCDAADDDDBBBDAAADBABCBBDCBCBCACCDADBDCCDABBCCAAACADDDADCCBCDBBABCADCCBBBCBCCDBDDBBBDBDABDAACDDDCCCBCACBCAAAADDBCDACABCCCBDCABBC
2314,BDBBBABACBDDBCCBADCDDBCBBADBACBABADBCBABBACDAAADBABBCABABCAADBACACDABCDAAADABDDBBDDCBADBBCAAAABBAABCA
2315,BCACBABCBCCACDBDCADDACDCCAABCCABCBBBD
2316,ACDADDCBCBDABBAAADCADDCCDDDAABADDCBBDBDDABACCACADCBCABCCDDAABCCBCCBCC
2317,CCAABBDBBDCBDBCCCCBCDABDCCDCACAABBABCCDADACDCAACDCBCDACBDCACCCCADDCBDCBCBCBDCCDCBBBABBADCBACABBCABDBBBCCCDDBACDADCBADCABDDADABBBDBDBCACBBBCCCDCABCCDCDCBDCDADDDBCABCDBDDBCDCCACADCBCBDBDCBBAABCCDDDABBABBABBDAACABABBDDABCDDBADAABCACABACCBBDACCCBCBACDDD
2318,CDBADDDABBBCDABCDBBDBCDDACBCACDACBACCAACDDADBCDCBDCABCDABCDAABDBADAACACADAACCCCADABBBBDBBBDBAABDCAACCCCACAACBDDCDCBADCDCDCCDAAABAADBACBBDBCABAABCBBCCDCBBCABCBCCCBCBCCBDCBDCBAD
2319,CCADBCBBBCBCDBDCDDBCDDDAABCBBCDABCCBCBBBADBCAABDDDCBBCBADBCDDBBAACABCDCDDCBBACABDAACDCAAAACBBBCCCAABBCDAACDDCCBDCCDADDCCABAADDAAADCCABDBDCCCBCCABACDCCABDBDCABADBDCAAADDBDAADBCDDCAAABBDCACDD
2320,BCCBCDADADCCAABCCCACBDBDADCAAADCBDDABBABCBABCAABCCCBBDBACACACCCAADDDBBDDACDBBDBBADCCDCBCBDCBCCBACDACCACACBDAADACDDCDACAABDDAACCABBAABCBBCACBDCDBDACCDACDCDADAAADBDBDCCDCDDBBDBCACAA
2321,BBDCBABDAABDBBBDADBDDBCCBAADDBBCCBCCDDACBAABBAABCACBDCDACCACADABDAABDCBBAADDACAACABDABBDDCAADABCDABCABCABDB
2322,AAAACCCBDCADCDBDADADBDDDDADDBBCABCAADACAAACCABABACDBDCCCDDBDDACADDABDBDCACDDDCCACBAAAADACDACAADDCABACACCDAAAADDBCDBCAADADDDBDCBADCDDDCADCACDDDADBCCBBCDCDCBBDCBADBBABCABA
2323,DCDABCABACCCBCBBCADDCDCADADABCAABCACACBDBDCBADCCBDDCCABDCBCBDDAACBDCCDBBABCAAABBDCCBBCCCDCBDACCBBAACCAAACCADACCBACBACBADACBCCDAACACBBDCACDBDAACBDAACBCCACDDABDCACDCDBBBCAABDCBACCBBBDACAADBBAADACCBCAADCBCBCDDBBBACABBBCBBBBADDABDDBABADACBDCDDBADC
2324,BDDCBDCACACDBBDCACCAABBDDCCBBBCAABBDCBACCDBCCADAAAACABCDAABADDBDBDBBCDBCCBBDDABCBCAADBAADBADCABBDDACABCDACDDADACBBCBDCABABAADAADBCDABACDCAABABDCADADACBCBCCBABCCAAADABBCDACBBBDCAAABC
2325,CDADABADAABDAACCAABCBABDDACADCADDDDBADCCDDBBCDADABBCBADADADBCCBDCDBCDBBDBDAABDAAABA
2326,BBABBADDDDADCDBADACBCCDCCACABCBBBDDABDDDBBCBAADBCDBABAABCBBDDAACDDABBDDCCABCACDCDBCCBADDCDBBABCBDCBDDABACBCACCBBCCADDCDCCCABBABCDACCBBAADCDCCBDBCADDBBBDDADDCCDCBBBDDACCBCBBADBCBAD
2327,BABBDCDDBAABADDCABCADCCDDDBACDDADDDCDCDBBBDCDBDBCCDBABBDAAC
2328,BDCCBBADCDCDCDDCCBDAABBDBBBABBCDCADBCCDACCCCCCDDCABDCCDADDBDBAADDDCCCDCACCAABCDADBCABCCCCDADBBDBDADDBABBBCACACBDABADDDDDAACDCAABCBB
2329,CCBDBDBACABADAACAABADAC
2330,CDBDAADBCDBBD
2331,AAAABDCBBDBABBDDBDACDDCCDCDBAADBADDBAADBCCDDDDDACCABDDADDABCBACCDCDDDDABABBCBDACBBCDACDCDCCAAABCABDACBACCABABAACBBADBBADBAD
2332,BDDCDDDAABCDADAAAACCBBDBABDDAADABADDDBDBAACBBCBCCACACBCCADCDDBCCADABCBBABAADABCCDDBDDDDCCACCBBABCBDBBCBACCBADDCCADDDDDCCBCDAAAABBBDCCAACACACCCDADDBADDA
2333,DBCAADAAACDDADADCBDDDCBBCAACABACDADABDBCBCDDCDACCDCBBABCBBABAACBAACBBACDBCCDACADBDCCBBADACBDBABCDDDABBBABABDBCACBADBBDAABDDBACCBCBDADDDDDDBDCDBBCABABBCBACDABDCCDCCDDBDCBCACBCDCDCDACCDBCCABBBACDCDCB
2334,CADBBCDDBCCAAAADADDDCBCDACBBAADBBDDBDDCAAADDBDDCABBDCADBDBDDC
2335,CBDBCCCDBCADBCDBACBCCDDBDDCBDCACAAACCDCDCADDADBBBABCBABBACDBDADABBACABABBABDAACACBCDDBDDACBDBABCDCCBABCCDAACACDBDBBDBCBBDBCDDCABCCDAACBBDCCBCBCBBCB
2336,CCCBACBDDACBDCACBACDABDACACDDCAADCACDACCABCADDBABBABCCAAADBAACDCBCCBCDAABDBCDACBCABAACBCADCDBCBCAAAADCAAACCDDBADCCA
2337,BCADBDDBBBADC
2338,CDAAACBADCCBAABBCBDBDDCDACDCDACDAACDBDCDABDBAADACBBBCBBCDACCBCCBCDDCADDBBABACBBCCCCACBDDCCCBDCACDCDCADDAB
2339,DBABADDACCBCADCBDBBCCDCBDADBBBAABDDCCDAACAACDACCAAABACBDDADDCCCBBCDBCDBBBAAABDCDCCBDADACCDDBCBDCBBACDDDDCBBCABADCBCBDDBDBBBBACCABBACBCBABDCBDDDDDBBDCDACDDDBCAA
2340,ABCCCDAAACCBBBBCBBBBBACDBBBDCAADABAACBACBDDACBDDABBBABDDCABBCCABCCDBDDBCADDDCADDDABCCCBDBDDCCCDBDDAAACBDCDCDDABBDDABACDCCBBDCAADDAABBBCBBABAAADCACBBCBBDBAACAABABCDCDDCCBCADBDADABBBCCDACCCDDCDACDACCDADBDDBBBCBCCBDBAC
2341,BCBBADCCC
2342,BCCCCDD
2343,ABADCBBBBCCCACACABBDBBCADCDDBDACBDADBCDBBAABBCBABCAABDCDCAADDCCDDBDDDDCCDDDCBCBAADBBDCDADBCBDACBCBCDDBDDDADCACBACBDACBDABBBABDDDCBDADDDDADDACBDACCBDDAADCCABABDDBDCDCDBCDDCAACBBADADBBBDDBABAAADBDADDCADDDCBBBC
2344,CCCBBDDDDDDDDBCBCCCACABDBCBBCDADABDAADAABCABCCBBDDCABBDDDCDACBDDCCACDBCAAADBAABBCCAACBADCCCBCDBCCADBACABDBB
